Reaction name	!	Stoichiometry	!	Enzyme discription	!	Compartment	!	Subsystem(Pathway)	!	Gene
PLIPA1E120pp	!	H2O + PE120 -> 2AGPE120 + DDCA + H	!	Phospholipase A1 (phosphatidylethanolamine, n-C12:0) (periplasm)	!	Periplasmic space	!	Glycerophospholipid Metabolism	!	b3821
PLIPA1E140pp	!	H2O + PE140 -> 2AGPE140 + H + TTDCA	!	Phospholipase A1 (phosphatidylethanolamine, n-C14:0) (periplasm)	!	Periplasmic space	!	Glycerophospholipid Metabolism	!	b3821
PLIPA1E141pp	!	H2O + PE141 -> 2AGPE141 + H + TTDCEA	!	Phospholipase A1 (phosphatidylethanolamine, n-C14:1) (periplasm)	!	Periplasmic space	!	Glycerophospholipid Metabolism	!	b3821
PLIPA1E160pp	!	H2O + PE160 -> 2AGPE160 + H + HDCA	!	Phospholipase A1 (phosphatidylethanolamine, n-C16:0) (periplasm)	!	Periplasmic space	!	Glycerophospholipid Metabolism	!	b3821
PLIPA1E161pp	!	H2O + PE161 -> 2AGPE161 + H + HDCEA	!	Phospholipase A1 (phosphatidylethanolamine, n-C16:1) (periplasm)	!	Periplasmic space	!	Glycerophospholipid Metabolism	!	b3821
PLIPA1E180pp	!	H2O + PE180 -> 2AGPE180 + H + OCDCA	!	Phospholipase A1 (phosphatidylethanolamine, n-C18:0) (periplasm)	!	Periplasmic space	!	Glycerophospholipid Metabolism	!	b3821
PLIPA1E181pp	!	H2O + PE181 -> 2AGPE181 + H + OCDCEA	!	Phospholipase A1 (phosphatidylethanolamine, n-C18:1) (periplasm)	!	Periplasmic space	!	Glycerophospholipid Metabolism	!	b3821
PLIPA1G120pp	!	H2O + PG120 -> 2AGPG120 + DDCA + H	!	Phospholipase A1 (phosphatidylglycerol, n-C12:0) (periplasm)	!	Periplasmic space	!	Glycerophospholipid Metabolism	!	b3821
PLIPA1G140pp	!	H2O + PG140 -> 2AGPG140 + H + TTDCA	!	Phospholipase A1 (phosphatidylglycerol, n-C14:0) (periplasm)	!	Periplasmic space	!	Glycerophospholipid Metabolism	!	b3821
PLIPA1G141pp	!	H2O + PG141 -> 2AGPG141 + H + TTDCEA	!	Phospholipase A1 (phosphatidylglycerol, n-C14:1) (periplasm)	!	Periplasmic space	!	Glycerophospholipid Metabolism	!	b3821
PLIPA1G160pp	!	H2O + PG160 -> 2AGPG160 + H + HDCA	!	Phospholipase A1 (phosphatidylglycerol, n-C16:0) (periplasm)	!	Periplasmic space	!	Glycerophospholipid Metabolism	!	b3821
PLIPA1G161pp	!	H2O + PG161 -> 2AGPG161 + H + HDCEA	!	Phospholipase A1 (phosphatidylglycerol, n-C16:1) (periplasm)	!	Periplasmic space	!	Glycerophospholipid Metabolism	!	b3821
PLIPA1G180pp	!	H2O + PG180 -> 2AGPG180 + H + OCDCA	!	Phospholipase A1 (phosphatidylglycerol, n-C18:0) (periplasm)	!	Periplasmic space	!	Glycerophospholipid Metabolism	!	b3821
PLIPA1G181pp	!	H2O + PG181 -> 2AGPG181 + H + OCDCEA	!	Phospholipase A1 (phosphatidylglycerol, n-C18:1) (periplasm)	!	Periplasmic space	!	Glycerophospholipid Metabolism	!	b3821
PLIPA2A120pp	!	H2O + PA120 -> 1DDECG3P + DDCA + H	!	Phospholipase A2 (phosphatidate, n-C12:0) (periplasm)	!	Periplasmic space	!	Glycerophospholipid Metabolism	!	b3821
PLIPA2A140pp	!	H2O + PA140 -> 1TDECG3P + H + TTDCA	!	Phospholipase A2 (phosphatidate, n-C14:0) (periplasm)	!	Periplasmic space	!	Glycerophospholipid Metabolism	!	b3821
PLIPA2A141pp	!	H2O + PA141 -> 1TDEC7EG3P + H + TTDCEA	!	Phospholipase A2 (phosphatidate, n-C14:1) (periplasm)	!	Periplasmic space	!	Glycerophospholipid Metabolism	!	b3821
PLIPA2A160pp	!	H2O + PA160 -> 1HDECG3P + H + HDCA	!	Phospholipase A2 (phosphatidate, n-C16:0) (periplasm)	!	Periplasmic space	!	Glycerophospholipid Metabolism	!	b3821
PLIPA2A161pp	!	H2O + PA161 -> 1HDEC9EG3P + H + HDCEA	!	Phospholipase A2 (phosphatidate, n-C16:1) (periplasm)	!	Periplasmic space	!	Glycerophospholipid Metabolism	!	b3821
PLIPA2A180pp	!	H2O + PA180 -> 1ODECG3P + H + OCDCA	!	Phospholipase A2 (phosphatidate, n-C18:0) (periplasm)	!	Periplasmic space	!	Glycerophospholipid Metabolism	!	b3821
PLIPA2A181pp	!	H2O + PA181 -> 1ODEC11EG3P + H + OCDCEA	!	Phospholipase A2 (phosphatidate, n-C18:1) (periplasm)	!	Periplasmic space	!	Glycerophospholipid Metabolism	!	b3821
PLIPA2E120pp	!	H2O + PE120 -> 1AGPE120 + DDCA + H	!	Phospholipase A2 (phosphatidylethanolamine, n-C12:0) (periplasm)	!	Periplasmic space	!	Glycerophospholipid Metabolism	!	b3821
PLIPA2E140pp	!	H2O + PE140 -> 1AGPE140 + H + TTDCA	!	Phospholipase A2 (phosphatidylethanolamine, n-C14:0) (periplasm)	!	Periplasmic space	!	Glycerophospholipid Metabolism	!	b3821
PLIPA2E141pp	!	H2O + PE141 -> 1AGPE141 + H + TTDCEA	!	Phospholipase A2 (phosphatidylethanolamine, n-C14:1) (periplasm)	!	Periplasmic space	!	Glycerophospholipid Metabolism	!	b3821
PLIPA2E160pp	!	H2O + PE160 -> 1AGPE160 + H + HDCA	!	Phospholipase A2 (phosphatidylethanolamine, n-C16:0) (periplasm)	!	Periplasmic space	!	Glycerophospholipid Metabolism	!	b3821
PLIPA2E161pp	!	H2O + PE161 -> 1AGPE161 + H + HDCEA	!	Phospholipase A2 (phosphatidylethanolamine, n-C16:1) (periplasm)	!	Periplasmic space	!	Glycerophospholipid Metabolism	!	b3821
PLIPA2E180pp	!	H2O + PE180 -> 1AGPE180 + H + OCDCA	!	Phospholipase A2 (phosphatidylethanolamine, n-C18:0) (periplasm)	!	Periplasmic space	!	Glycerophospholipid Metabolism	!	b3821
PLIPA2E181pp	!	H2O + PE181 -> 1AGPE181 + H + OCDCEA	!	Phospholipase A2 (phosphatidylethanolamine, n-C18:1) (periplasm)	!	Periplasmic space	!	Glycerophospholipid Metabolism	!	b3821
PLIPA2G120pp	!	H2O + PG120 -> 1AGPG120 + DDCA + H	!	Phospholipase A2 (phosphatidylglycerol, n-C12:0) (periplasm)	!	Periplasmic space	!	Glycerophospholipid Metabolism	!	b3821
PLIPA2G140pp	!	H2O + PG140 -> 1AGPG140 + H + TTDCA	!	Phospholipase A2 (phosphatidylglycerol, n-C14:0) (periplasm)	!	Periplasmic space	!	Glycerophospholipid Metabolism	!	b3821
PLIPA2G141pp	!	H2O + PG141 -> 1AGPG141 + H + TTDCEA	!	Phospholipase A2 (phosphatidylglycerol, n-C14:1) (periplasm)	!	Periplasmic space	!	Glycerophospholipid Metabolism	!	b3821
PLIPA2G160pp	!	H2O + PG160 -> 1AGPG160 + H + HDCA	!	Phospholipase A2 (phosphatidylglycerol, n-C16:0) (periplasm)	!	Periplasmic space	!	Glycerophospholipid Metabolism	!	b3821
PLIPA2G161pp	!	H2O + PG161 -> 1AGPG161 + H + HDCEA	!	Phospholipase A2 (phosphatidylglycerol, n-C16:1) (periplasm)	!	Periplasmic space	!	Glycerophospholipid Metabolism	!	b3821
PLIPA2G180pp	!	H2O + PG180 -> 1AGPG180 + H + OCDCA	!	Phospholipase A2 (phosphatidylglycerol, n-C18:0) (periplasm)	!	Periplasmic space	!	Glycerophospholipid Metabolism	!	b3821
PLIPA2G181pp	!	H2O + PG181 -> 1AGPG181 + H + OCDCEA	!	Phospholipase A2 (phosphatidylglycerol, n-C18:1) (periplasm)	!	Periplasmic space	!	Glycerophospholipid Metabolism	!	b3821
PMANM	!	MAN1P <-> MAN6P	!	phosphomannomutase	!	Cytosol	!	Alternate Carbon Metabolism	!	b2048
PMDPHT	!	5APRBU + H2O -> 4R5AU + PI	!	pyrimidine phosphatase	!	Cytosol	!	Cofactor and Prosthetic Group Biosynthesis	!	Unknown
PMPK	!	4AMPM + ATP -> 2MAHMP + ADP	!	phosphomethylpyrimidine kinase	!	Cytosol	!	Cofactor and Prosthetic Group Biosynthesis	!	b2103
PNTK	!	ATP + PNTO_R -> 4PPAN + ADP + H	!	pantothenate kinase	!	Cytosol	!	Cofactor and Prosthetic Group Biosynthesis	!	b3974
PNTOt4pp	!	NA1_P  + PNTO_R_P  -> NA1_C  + PNTO_R_C	!	Pantothenate sodium symporter (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	b3258
PNTOtex	!	PNTO_R_E  <-> PNTO_R_P	!	Pantothenate transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
POX	!	H2O + PYR + Q8 -> AC + CO2 + Q8H2	!	pyruvate oxidase	!	Cytosol	!	Oxidative Phosphorylation	!	b0871
PPA	!	H2O + PPI -> H + 2* PI	!	inorganic diphosphatase	!	Cytosol	!	Anaplerotic Reactions	!	( b4226  ||  b2502  ||  b2744 )
PPA2	!	H2O + PPPI -> H + PI + PPI	!	inorganic triphosphatase	!	Cytosol	!	Anaplerotic Reactions	!	( b2744  ||  b2502 )
PPAKr	!	ADP + PPAP <-> ATP + PPA	!	Propionate kinase	!	Cytosol	!	Alternate Carbon Metabolism	!	b3115
PPALtex	!	PPAL_E  <-> PPAL_P	!	propanal transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
PPALtpp	!	PPAL_C  <-> PPAL_P	!	propanal transport via channel (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	Unknown
PPAt4pp	!	NA1_P  + PPA_P  -> NA1_C  + PPA_C	!	Na+/Propionate symporter (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	b1015
PPAtex	!	PPA_E  <-> PPA_P	!	propionate transport via diffusion	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b1377  ||  b0929  ||  b2215  ||  b0241 )
PPBNGS	!	2* 5AOP -> H + 2* H2O + PPBNG	!	porphobilinogen synthase	!	Cytosol	!	Cofactor and Prosthetic Group Biosynthesis	!	b0369
PPC	!	CO2 + H2O + PEP -> H + OAA + PI	!	phosphoenolpyruvate carboxylase	!	Cytosol	!	Anaplerotic Reactions	!	b3956
PPCDC	!	4PPCYS + H -> CO2 + PAN4P	!	phosphopantothenoylcysteine decarboxylase	!	Cytosol	!	Cofactor and Prosthetic Group Biosynthesis	!	b3639
PPCK	!	ATP + OAA -> ADP + CO2 + PEP	!	phosphoenolpyruvate carboxykinase	!	Cytosol	!	Anaplerotic Reactions	!	b3403
PPCSCT	!	PPCOA + SUCC -> PPA + SUCCOA	!	Propanoyl-CoA: succinate CoA-transferase	!	Cytosol	!	Alternate Carbon Metabolism	!	b2920
PPGPPDP	!	H2O + PPGPP -> GDP + PPI	!	guanosine-3',5'-bis(diphosphate) 3'-diphosphatase	!	Cytosol	!	Cofactor and Prosthetic Group Biosynthesis	!	b3650
PPK2r	!	ATP + PPI <-> ADP + PPPI	!	polyphosphate kinase	!	Cytosol	!	Oxidative Phosphorylation	!	b2501
PPKr	!	ATP + PI <-> ADP + PPI	!	polyphosphate kinase	!	Cytosol	!	Oxidative Phosphorylation	!	b2501
PPM	!	R1P <-> R5P	!	phosphopentomutase	!	Cytosol	!	Alternate Carbon Metabolism	!	( b4383  ||  b3380 )
PPM2	!	2DR1P <-> 2DR5P	!	phosphopentomutase 2 (deoxyribose)	!	Cytosol	!	Alternate Carbon Metabolism	!	b4383
PPNCL2	!	4PPAN + CTP + CYS_L -> 4PPCYS + CMP + H + PPI	!	phosphopantothenate-cysteine ligase	!	Cytosol	!	Cofactor and Prosthetic Group Biosynthesis	!	b3639
PPND	!	NAD + PPHN -> 34HPP + CO2 + NADH	!	prephenate dehydrogenase	!	Cytosol	!	Tyrosine, Tryptophan, and Phenylalanine Metabolism	!	b2600
PPNDH	!	H + PPHN -> CO2 + H2O + PHPYR	!	prephenate dehydratase	!	Cytosol	!	Tyrosine, Tryptophan, and Phenylalanine Metabolism	!	b2599
PPPGO	!	1.5* O2 + PPPG9 -> 3* H2O + PPP9	!	protoporphyrinogen oxidase (aerobic)	!	Cytosol	!	Cofactor and Prosthetic Group Biosynthesis	!	b3850
PPPGO3	!	3* FUM + PPPG9 -> PPP9 + 3* SUCC	!	protoporphyrinogen oxidase (anaerobic)	!	Cytosol	!	Cofactor and Prosthetic Group Biosynthesis	!	b3850
PPPNDO	!	H + NADH + O2 + PPPN -> CECHDDD + NAD	!	Phenylpropanoate Dioxygenase	!	Cytosol	!	Alternate Carbon Metabolism	!	( b2538  &&  b2539  &&  b2540  &&  b2542 )
PPPNt2rpp	!	H_P  + PPPN_P  <-> H_C  + PPPN_C	!	3-phenylpropionate transport via proton symport, reversible (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	b2536
PPPNtex	!	PPPN_E  <-> PPPN_P	!	3-phenylpropionate transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
PPS	!	ATP + H2O + PYR -> AMP + 2* H + PEP + PI	!	phosphoenolpyruvate synthase	!	Cytosol	!	Glycolysis/Gluconeogenesis	!	b1702
PPTHpp	!	H2O + PPT -> H2 + PI	!	Phosphonate hydrogenase (periplasm)	!	Periplasmic space	!	Unassigned	!	b0383
PPTtex	!	PPT_E  <-> PPT_P	!	Phosphonate transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
PRAGSr	!	ATP + GLY + PRAM <-> ADP + GAR + H + PI	!	phosphoribosylglycinamide synthase	!	Cytosol	!	Purine and Pyrimidine Biosynthesis	!	b4005
PRAIi	!	PRAN -> 2CPR5P	!	phosphoribosylanthranilate isomerase (irreversible)	!	Cytosol	!	Tyrosine, Tryptophan, and Phenylalanine Metabolism	!	b1262
PRAIS	!	ATP + FPRAM -> ADP + AIR + 2* H + PI	!	phosphoribosylaminoimidazole synthase	!	Cytosol	!	Purine and Pyrimidine Biosynthesis	!	b2499
PRAMPC	!	H2O + PRBAMP -> PRFP	!	phosphoribosyl-AMP cyclohydrolase	!	Cytosol	!	Histidine Metabolism	!	b2026
PRASCS	!	5AIZC + ASP_L + ATP -> 25AICS + ADP + H + PI	!	phosphoribosylaminoimidazolesuccinocarboxamide synthase	!	Cytosol	!	Purine and Pyrimidine Biosynthesis	!	b2476
PRATPP	!	H2O + PRBATP -> H + PPI + PRBAMP	!	phosphoribosyl-ATP pyrophosphatase	!	Cytosol	!	Histidine Metabolism	!	b2026
PRFGS	!	ATP + FGAM + GLN_L + H2O -> ADP + FPRAM + GLU_L + H + PI	!	phosphoribosylformylglycinamidine synthase	!	Cytosol	!	Purine and Pyrimidine Biosynthesis	!	b2557
PRMICI	!	PRFP <-> PRLP	!	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase	!	Cytosol	!	Histidine Metabolism	!	b2024
PROabcpp	!	ATP_C  + H2O_C  + PRO_L_P  -> ADP_C  + H_C  + PI_C  + PRO_L_C	!	L-proline transport via ABC system (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	( b2677  &&  b2678  &&  b2679 )
PROD2	!	FAD + PRO_L -> 1PYR5C + FADH2 + H	!	Proline dehydrogenase	!	Cytosol	!	Arginine and Proline Metabolism	!	b1014
PROGLYabcpp	!	ATP_C  + H2O_C  + PROGLY_P  -> ADP_C  + H_C  + PI_C  + PROGLY_C	!	L-Prolinylglycine (Pro-Gly) transport via ABC system (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	( b3544  &&  b3543  &&  b3542  &&  b3541  &&  b3540 )
PROGLYtex	!	PROGLY_E  <-> PROGLY_P	!	L-Prolinylglycine transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
PROt2rpp	!	H_P  + PRO_L_P  <-> H_C  + PRO_L_C	!	L-proline reversible transport via proton symport (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	b4111
PROt4pp	!	NA1_P  + PRO_L_P  -> NA1_C  + PRO_L_C	!	Na+/Proline-L symporter (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	b1015
PROtex	!	PRO_L_E  <-> PRO_L_P	!	L-proline transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
PROTRS	!	ATP + PRO_L + TRNAPRO -> AMP + PPI + PROTRNA	!	Prolyl-tRNA synthetase	!	Cytosol	!	tRNA Charging	!	b0194
PRPPS	!	ATP + R5P <-> AMP + H + PRPP	!	phosphoribosylpyrophosphate synthetase	!	Cytosol	!	Histidine Metabolism	!	b1207
PSCLYSt2pp	!	H_P  + PSCLYS_P  -> H_C  + PSCLYS_C	!	psicoselysine transport via proton symport (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	b3370
PSCLYStex	!	PSCLYS_E  <-> PSCLYS_P	!	psicoselysine transporter via diffusion (extracellular)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0929  ||  b2215  ||  b1377  ||  b0241 )
PSCVT	!	PEP + SKM5P <-> 3PSME + PI	!	3-phosphoshikimate 1-carboxyvinyltransferase	!	Cytosol	!	Tyrosine, Tryptophan, and Phenylalanine Metabolism	!	b0908
PSD120	!	H + PS120 -> CO2 + PE120	!	Phosphatidylserine decarboxylase (n-C12:0)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b4160
PSD140	!	H + PS140 -> CO2 + PE140	!	Phosphatidylserine decarboxylase (n-C14:0)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b4160
PSD141	!	H + PS141 -> CO2 + PE141	!	Phosphatidylserine decarboxylase (n-C14:1)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b4160
PSD160	!	H + PS160 -> CO2 + PE160	!	Phosphatidylserine decarboxylase (n-C16:0)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b4160
PSD161	!	H + PS161 -> CO2 + PE161	!	Phosphatidylserine decarboxylase (n-C16:1)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b4160
PSD180	!	H + PS180 -> CO2 + PE180	!	Phosphatidylserine decarboxylase (n-C18:0)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b4160
PSD181	!	H + PS181 -> CO2 + PE181	!	Phosphatidylserine decarboxylase (n-C18:1)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b4160
PSERT	!	3PHP + GLU_L -> AKG + PSER_L	!	phosphoserine transaminase	!	Cytosol	!	Glycine and Serine Metabolism	!	b0907
PSERtex	!	PSER_L_E  <-> PSER_L_P	!	phospho-L-serine transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
PSP_L	!	H2O + PSER_L -> PI + SER_L	!	phosphoserine phosphatase (L-serine)	!	Cytosol	!	Glycine and Serine Metabolism	!	b4388
PSP_Lpp	!	H2O + PSER_L -> PI + SER_L	!	phospho-L-serine phosphatase (periplasmic)	!	Periplasmic space	!	Glycine and Serine Metabolism	!	b4055
PSSA120	!	CDPDDDECG + SER_L -> CMP + H + PS120	!	Phosphatidylserine syntase (n-C12:0)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b2585
PSSA140	!	CDPDTDECG + SER_L -> CMP + H + PS140	!	Phosphatidylserine syntase (n-C14:0)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b2585
PSSA141	!	CDPDTDEC7EG + SER_L -> CMP + H + PS141	!	Phosphatidylserine syntase (n-C14:1)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b2585
PSSA160	!	CDPDHDECG + SER_L -> CMP + H + PS160	!	Phosphatidylserine syntase (n-C16:0)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b2585
PSSA161	!	CDPDHDEC9EG + SER_L -> CMP + H + PS161	!	Phosphatidylserine syntase (n-C16:1)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b2585
PSSA180	!	CDPDODECG + SER_L -> CMP + H + PS180	!	Phosphatidylserine syntase (n-C18:0)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b2585
PSSA181	!	CDPDODEC11EG + SER_L -> CMP + H + PS181	!	Phosphatidylserine syntase (n-C18:1)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b2585
PTA2	!	PI + PPCOA -> COA + PPAP	!	Phosphate acetyltransferase	!	Cytosol	!	Alternate Carbon Metabolism	!	b2297
PTAr	!	ACCOA + PI <-> ACTP + COA	!	phosphotransacetylase	!	Cytosol	!	Pyruvate Metabolism	!	( b2458  ||  b2297 )
PTHRpp	!	H2O + THRP -> PI + THR_L	!	phospho-L-threonine phosphatase (periplasmic)	!	Periplasmic space	!	Threonine and Lysine Metabolism	!	b4055
PTPATi	!	ATP + H + PAN4P -> DPCOA + PPI	!	pantetheine-phosphate adenylyltransferase	!	Cytosol	!	Cofactor and Prosthetic Group Biosynthesis	!	b3634
PTRCabcpp	!	ATP_C  + H2O_C  + PTRC_P  -> ADP_C  + H_C  + PI_C  + PTRC_C	!	putrescine transport via ABC system (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	( ( b0854  &&  b0855  &&  b0856  &&  b0857 )  ||  ( b1126  &&  b1125  &&  b1124  &&  b1123 )  ||  ( b1440  &&  b1441  &&  b1442  &&  b1443 ) )
PTRCORNt7pp	!	ORN_C  + PTRC_P  <-> ORN_P  + PTRC_C	!	putrescine/ornithine antiporter (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	b0692
PTRCt2pp	!	H_P  + PTRC_P  -> H_C  + PTRC_C	!	putrescine transport in via proton symport	!	Intercompartmental	!	Transport, Inner Membrane	!	( b1296  ||  b0692 )
PTRCTA	!	AKG + PTRC -> 4ABUTN + GLU_L	!	Putrescine Transaminase	!	Cytosol	!	Arginine and Proline Metabolism	!	b3073
PTRCtex	!	PTRC_E  <-> PTRC_P	!	putrescine transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
PUNP1	!	ADN + PI <-> ADE + R1P	!	purine-nucleoside phosphorylase (Adenosine)	!	Cytosol	!	Nucleotide Salvage Pathway	!	b4384
PUNP2	!	DAD_2 + PI <-> 2DR1P + ADE	!	purine-nucleoside phosphorylase (Deoxyadenosine)	!	Cytosol	!	Nucleotide Salvage Pathway	!	b4384
PUNP3	!	GSN + PI <-> GUA + R1P	!	purine-nucleoside phosphorylase (Guanosine)	!	Cytosol	!	Nucleotide Salvage Pathway	!	( b2407  ||  b4384 )
PUNP4	!	DGSN + PI <-> 2DR1P + GUA	!	purine-nucleoside phosphorylase (Deoxyguanosine)	!	Cytosol	!	Nucleotide Salvage Pathway	!	( b2407  ||  b4384 )
PUNP5	!	INS + PI <-> HXAN + R1P	!	purine-nucleoside phosphorylase (Inosine)	!	Cytosol	!	Nucleotide Salvage Pathway	!	( b2407  ||  b4384 )
PUNP6	!	DIN + PI <-> 2DR1P + HXAN	!	purine-nucleoside phosphorylase (Deoxyinosine)	!	Cytosol	!	Nucleotide Salvage Pathway	!	( b2407  ||  b4384 )
PUNP7	!	PI + XTSN <-> R1P + XAN	!	purine-nucleoside phosphorylase (Xanthosine)	!	Cytosol	!	Nucleotide Salvage Pathway	!	b2407
PYAM5PO	!	H2O + O2 + PYAM5P -> H2O2 + NH4 + PYDX5P	!	pyridoxamine 5'-phosphate oxidase	!	Cytosol	!	Cofactor and Prosthetic Group Biosynthesis	!	b1638
PYDAMK	!	ATP + PYDAM -> ADP + H + PYAM5P	!	pyridoxamine kinase	!	Cytosol	!	Cofactor and Prosthetic Group Biosynthesis	!	b2418
PYDXK	!	ATP + PYDX -> ADP + H + PYDX5P	!	pyridoxal kinase	!	Cytosol	!	Cofactor and Prosthetic Group Biosynthesis	!	( b2418  ||  b1636 )
PYDXNK	!	ATP + PYDXN -> ADP + H + PDX5P	!	pyridoxine kinase	!	Cytosol	!	Cofactor and Prosthetic Group Biosynthesis	!	b2418
PYDXPP	!	H2O + PYDX5P -> PI + PYDX	!	Pyridoxal 5-phosphate phosphatase	!	Cytosol	!	Cofactor and Prosthetic Group Biosynthesis	!	Unknown
PYK	!	ADP + H + PEP -> ATP + PYR	!	pyruvate kinase	!	Cytosol	!	Glycolysis/Gluconeogenesis	!	( b1854  ||  b1676 )
PYNP2r	!	PI + URI <-> R1P + URA	!	pyrimidine-nucleoside phosphorylase (uracil)	!	Cytosol	!	Nucleotide Salvage Pathway	!	b3831
PYRt2rpp	!	H_P  + PYR_P  <-> H_C  + PYR_C	!	pyruvate reversible transport via proton symport (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	Unknown
PYRtex	!	PYR_E  <-> PYR_P	!	pyruvate transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
QMO2	!	2* O2 + Q8H2 -> 2* H + 2* O2S + Q8	!	quinol monooxygenase (Ubiquinol-8)	!	Cytosol	!	Oxidative Phosphorylation	!	b3029
QMO3	!	MQL8 + 2* O2 -> 2* H + MQN8 + 2* O2S	!	quinol monooxygenase (menaquinol 8)	!	Cytosol	!	Oxidative Phosphorylation	!	b3029
QULNS	!	DHAP + IASP -> 2* H2O + PI + QULN	!	quinolinate synthase	!	Cytosol	!	Cofactor and Prosthetic Group Biosynthesis	!	b0750
R15BPK	!	ATP + R15BP -> ADP + PRPP	!	ribose-1,5-bisphosphokinase	!	Cytosol	!	Alternate Carbon Metabolism	!	b4094
R1PK	!	ATP + R1P -> ADP + H + R15BP	!	ribose 1-phosphokinase	!	Cytosol	!	Alternate Carbon Metabolism	!	Unknown
R5PP	!	H2O + R5P -> PI + RIB_D	!	ribose 5-phosphate phosphatase	!	Cytosol	!	Alternate Carbon Metabolism	!	b0822
R5PPpp	!	H2O + R5P -> PI + RIB_D	!	ribose 5-phosphate phosphatase	!	Periplasmic space	!	Alternate Carbon Metabolism	!	b4055
R5Ptex	!	R5P_E  <-> R5P_P	!	Ribose 5-phosphate transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
RBFK	!	ATP + RIBFLV -> ADP + FMN + H	!	riboflavin kinase	!	Cytosol	!	Cofactor and Prosthetic Group Biosynthesis	!	b0025
RBFSa	!	4R5AU + DB4P -> DMLZ + 2* H2O + PI	!	riboflavin synthase	!	Cytosol	!	Cofactor and Prosthetic Group Biosynthesis	!	b1662
RBFSb	!	2* DMLZ -> 4R5AU + RIBFLV	!	riboflavin synthase	!	Cytosol	!	Cofactor and Prosthetic Group Biosynthesis	!	b0415
RBK	!	ATP + RIB_D -> ADP + H + R5P	!	ribokinase	!	Cytosol	!	Alternate Carbon Metabolism	!	b3752
RBK_L1	!	ATP + RBL_L -> ADP + H + RU5P_L	!	L-ribulokinase (L-ribulose)	!	Cytosol	!	Alternate Carbon Metabolism	!	b0063
RBP4E	!	RU5P_L <-> XU5P_D	!	L-ribulose-phosphate 4-epimerase	!	Cytosol	!	Alternate Carbon Metabolism	!	( b0061  ||  b4198  ||  b3583 )
